일자,요일,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,중식계,석식계,조식_밥,조식_국,조식_반찬,점심_밥,점심_국,점심_반찬,저녁_밥,저녁_국,저녁_반찬
2016-08-08,월,2644,421,180,255,0.0,1038.0,480.0,누룽지탕/쌀밥,김치두부국,명엽채무침,쌀밥/잡곡밥,호박잎된장국,유자청제육볶음,쌀밥/잡곡밥,북어국,찜닭
2016-08-09,화,2644,392,182,286,0.0,874.0,470.0,야채죽/쌀밥,올갱이아욱국,호박볶음,쌀밥/잡곡밥,콩나물국,미니함박조림,작은밥,콩국수,멕시칸샐러드
2016-08-10,수,2644,411,188,0,0.0,842.0,451.0,누룽지탕/쌀밥,새우살미역국,고구마순나물,쌀밥/잡곡밥,사과오이냉국,장어강정,쌀밥/잡곡밥,닭개장,해물청경채볶음
2016-08-11,목,2644,413,202,295,0.0,845.0,530.0,녹두죽/쌀밥,쇠고기샤브국,참나물땅콩무침,쌀밥/잡곡밥,시래기국,삼겹살오븐구이,볶음밥,스파게티/크림스프,치킨텐더
2016-08-12,금,2644,587,215,60,0.0,708.0,410.0,해물죽/쌀밥,감자국,가지볶음,불고기덮밥,맑은국,새우까스&탈탈소스,쌀밥/잡곡밥,김치찌개,삼치된장구이
2016-08-16,화,2644,352,177,351,0.0,1023.0,561.0,잣죽/쌀밥,북어국,진미채무침,쌀밥/잡곡밥,닭곰탕,고등어조림,김밥볶음밥,미소장국,과일샐러드
2016-08-17,수,2644,311,191,0,0.0,924.0,465.0,누룽지탕/쌀밥,어묵국,콩나물무침,쌀밥/잡곡밥,대구매운탕,오징어볶음,쌀밥/잡곡밥,콩비지찌개,돈육굴소스볶음
2016-08-18,목,2644,274,215,364,0.0,943.0,574.0,흑임자죽/쌀밥,우거지해장국,미역줄기볶음,쌀밥/잡곡밥,열무된장국,갈릭돈가스,유부초밥,김치우동,왕새우튀김
2016-08-19,금,2644,345,237,59,0.0,754.0,532.0,쇠고기죽/쌀밥,오징어국,도라지나물,단호박영양밥,도토리묵냉국,소고기숙주볶음,쌀밥/잡곡밥,된장찌개,훈제오리/무쌈/양파절임
2016-08-22,월,2644,115,159,458,0.0,1266.0,729.0,잣죽/쌀밥,우거지해장국,새송이버섯볶음,쌀밥/잡곡밥,꽃게탕,고추잡채*꽃빵,쌀밥/잡곡밥,무채국,돈육볶음
2016-08-23,화,2644,86,211,386,0.0,1145.0,563.0,호박죽/쌀밥,조랭이떡미역국,꽈리고추찜,쌀밥/잡곡밥,배추된장국,칠리탕수육,김치볶음밥,유부장국,허니버터옥수수
2016-08-24,수,2644,113,209,0,0.0,941.0,588.0,누룽지탕/쌀밥,북어국,애호박볶음,쌀밥/잡곡밥,해물된장찌개,닭볶음,쌀밥/잡곡밥,감자국,등갈비김치찜
2016-08-25,목,2644,123,241,308,0.0,885.0,508.0,고구마죽/쌀밥,시금치국,김잔파무침,쌀밥/잡곡밥,육개장,동태무조림,콩국수,작은밥,춘권
2016-08-26,금,2644,194,269,70,0.0,813.0,489.0,누룽지탕/쌀밥,민물새우찌깨,도라지나물,쌀밥/잡곡밥,떡국,마늘치킨,쌀밥/잡곡밥,콩나물냉국,주꾸미볶음
2016-08-29,월,2644,132,202,352,0.0,1258.0,568.0,누룽지탕/쌀밥,느타리버섯국,김자반,쌀밥/잡곡밥,순두부찌개,소불고기,쌀밥/잡곡밥,차돌박이찌개,닭갈비
2016-08-30,화,2644,96,242,268,0.0,901.0,514.0,야채죽/쌀밥,근대국,명엽채무침,쌀밥/잡곡밥,버섯매운탕,갈치구이,굴소스해물볶음밥,맑은국,수제고로케*케찹
2016-08-31,수,2644,98,236,0,0.0,915.0,498.0,크림누룽지탕/쌀밥,대구찌개,곤약어묵볶음,낙지비빔밥,가쯔오장국,계란말이,쌀밥/잡곡밥,청국장찌개,깐풍육
2016-09-01,목,2769,99,250,336,0.0,953.0,468.0,김치죽/쌀밥,콩나물국,고구마순나물,쌀밥/잡곡밥,오징어국,목살데리야끼,참치주먹밥,로제파스타/스프,고구마치즈구이
2016-09-02,금,2769,177,279,76,0.0,832.0,460.0,팥죽/쌀밥,맑은만두육개장,가지나물,쌀밥/잡곡밥,시래기된장국,닭찜,쌀밥/잡곡밥,알탕,돈육장조림
2016-09-05,월,2769,100,225,447,0.0,1164.0,554.0,누룽지탕/쌀밥,호박젓국찌개,감자조림,쌀밥/잡곡밥,쇠고기샤브국,오징어볶음,쌀밥/잡곡밥,어묵국,제육볶음
2016-09-06,화,2769,59,253,477,0.0,784.0,560.0,해물죽/쌀밥,콩나물된장국,구이김,쌀밥/잡곡밥,부대찌개,가자미카레튀김,볶음밥/짜장소스,유부장국,멕시칸샐러드
2016-09-07,수,2769,65,241,0,0.0,926.0,504.0,누룽지탕/쌀밥,쇠고기무국,진미채무침,곤드레밥,두부맑은국,돈육떡강정,쌀밥/잡곡밥,얼갈이된장국,닭오븐구이
2016-09-08,목,2769,69,255,438,0.0,758.0,548.0,늙은호박죽/쌀밥,김치두부국,취나물,쌀밥/잡곡밥,된장찌개,오리고추장볶음,김밥,잔치국수,새우까스*타르타르
2016-09-09,금,2769,137,288,86,0.0,682.0,485.0,땅콩죽/쌀밥,아욱된장국,미역줄기볶음,쌀밥/잡곡밥,황태맑은국,유린기,쌀밥/잡곡밥,쇠고기미역국,자반고등어구이
2016-09-12,월,2769,328,176,306,0.0,924.0,504.0,누룽지탕/쌀밥,꽃게탕,김자반,쌀밥/잡곡밥,시래기국,닭볶음,볶음밥,쌀국수,미니햄버거
2016-09-13,화,2769,511,108,52,0.0,820.0,238.0,새송이죽/쌀밥,감자국,멸치볶음,쌀밥/잡곡밥,토란국,매운돼지갈비찜,쌀밥/잡곡밥,참치김치찌개,주꾸미볶음
2016-09-19,월,2769,167,180,550,0.0,1271.0,662.0,누룽지탕/쌀밥,북어해장국,김구이,쌀밥/잡곡밥,어묵국,오리훈제고추장볶음,쌀밥/잡곡밥,수제비국,탕평채
2016-09-20,화,2769,69,227,588,0.0,1039.0,627.0,잣죽/쌀밥,쇠고기미역국,명엽채무침,쌀밥/잡곡밥,얼갈이된장국,레몬탕수육,콩나물밥,맑은국,장어강정
2016-09-21,수,2769,58,246,0,0.0,1068.0,603.0,누룽지탕/쌀밥,버섯들깨탕,김가루실파무침,열무비빔밥,팽이장국,너비아니구이,쌀밥/잡곡밥,고추장찌개,쇠고기모둠장조림
2016-09-22,목,2769,137,253,403,0.0,891.0,533.0,쇠고기죽/쌀밥,된장찌개,브로컬리들깨무침,쌀밥/잡곡밥,쇠고기무국,임연수찜,유부초밥,꼬지어묵우동,모듬떡볶이
2016-09-23,금,2769,165,278,99,0.0,716.0,562.0,크림누룽지탕/쌀밥,김치국,숙주나물,쌀밥/잡곡밥,오징어국,소고기숙주볶음,쌀밥/잡곡밥,콩나물국,수제돈까스
2016-09-26,월,2769,70,224,494,0.0,1185.0,710.0,누룽지탕/쌀밥,꽃게탕,미역줄기볶음,쌀밥/잡곡밥,아욱된장국,유자청돈육볶음,쌀밥/잡곡밥,무채맑은국,갈치조림
2016-09-27,화,2769,56,233,380,0.0,1033.0,550.0,흑임자죽/쌀밥,민물새우찌개,도라지나물,쌀밥/잡곡밥,느타리버섯국,간장파닭,쇠고기숙주규동덮밥,미소장국,탕수어
2016-09-28,수,2769,50,225,0,0.0,1128.0,591.0,수삼닭죽/쌀밥,맑은만두육개장,무생채,카레덮밥,맑은국,샐러드파스타,쌀밥/잡곡밥,조갯살미역국,미니채소떡갈비
2016-09-29,목,2769,153,227,331,0.0,1044.0,622.0,누룽지탕/쌀밥,감자국,치커리무침,쌀밥/잡곡밥,된장찌개,돈육장조림,충무김밥,잔치국수,오징어무침
2016-09-30,금,2769,158,256,59,0.0,843.0,539.0,단호박죽/쌀밥,콩나물국,크랜베리멸치볶음,쌀밥/잡곡밥,우거지해장국,꽁치한마리구이,쌀밥/잡곡밥,근대된장국,돈육강정
2016-10-04,화,2670,59,239,1035,0.0,1262.0,902.0,견과류죽/쌀밥,북어채국,김자반,쌀밥/잡곡밥,배추된장국,버섯불고기,쌀밥/잡곡밥,콩비지찌개,닭볶음
2016-10-05,수,2670,41,228,0,0.0,1336.0,905.0,누룽지탕/쌀밥,어묵국,감자채볶음,쌀밥/잡곡밥,차돌박이찌개,매운주꾸미볶음,쌀밥/잡곡밥,순두부찌개,미니함박조림
2016-10-06,목,2670,56,245,378,0.0,1196.0,352.0,해물죽/쌀밥,고추장찌개,구구마순나물,쌀밥/잡곡밥,미역국,한방소갈비찜,작은밥,짬뽕,군만두
2016-10-07,금,2670,144,252,80,0.0,843.0,554.0,팥죽/쌀밥,연두부탕,시래기조림,쌀밥/잡곡밥,대구매운탕,표고돈육탕수,쌀밥/잡곡밥,육개장,코다리엿장조림
2016-10-10,월,2670,104,216,443,0.0,1180.0,546.0,홍게살죽/쌀밥,호박젓국찌개,검정콩조림,쌀밥/잡곡밥,쇠고기샤브국,오징어볶음,쌀밥/잡곡밥,콩나물국,돈육굴소스볶음
2016-10-11,화,2670,69,256,386,0.0,1014.0,522.0,양송이죽/쌀밥,오징어국,미역나물,쌀밥/잡곡밥,시금치된장국,목살스테이크,김치볶음밥,미소장국,궁중떡볶음
2016-10-12,수,2670,64,251,0,0.0,951.0,527.0,누룽지탕/쌀밥,얼큰소고기국,김구이,산채비빔밥*강된장,팽이버섯국,생선커틀릿,쌀밥/잡곡밥,황태국,닭오븐구이
2016-10-13,목,2670,66,262,612,0.0,1051.0,667.0,브로컬리죽/쌀밥,김치두부국,꽈리고추찜,쌀밥/잡곡밥,떡국,마늘치킨,통새우김밥,어묵우동,찹쌀순대볶음
2016-10-14,금,2670,144,265,172,0.0,898.0,544.0,누룽지탕/쌀밥,아욱국,진미채무침,쌀밥/잡곡밥,건새우무국,등갈비김치찜,쌀밥/잡곡밥,부대찌개,탕수어
2016-10-17,월,2670,107,241,425,0.0,1196.0,527.0,흑임자죽/쌀밥,감자국,명엽채무침,쌀밥/잡곡밥,미역국,소불고기,쌀밥/잡곡밥,해물된장찌개,닭매운찜
2016-10-18,화,2670,53,262,394,0.0,994.0,544.0,녹두죽/쌀밥,매운버섯국,시금치나물,쌀밥/잡곡밥,꽃게탕,미트볼칠리조림,나가사키면&김,참치주먹밥,개성감자만두
2016-10-19,수,2670,72,267,0,0.0,933.0,475.0,누룽지탕/쌀밥,북어해장국,감자채볶음,쌀밥/잡곡밥,참치김치찌개,유린기,쌀밥/잡곡밥,어묵국,돼지갈비찜
2016-10-20,목,2670,105,269,281,0.0,787.0,564.0,늙은호박죽/쌀밥,고추장찌개,연근조림,쌀밥/잡곡밥,돈신탕(해장탕),꽁치김치말이,옛날왕돈까스,옥수수스프,샐러드파스타
2016-10-21,금,2670,228,280,62,0.0,760.0,442.0,누룽지탕/쌀밥,쇠고기무국,콩나물무침,짜장밥,계란국,사천식탕수육,쌀밥/잡곡밥,닭개장,해물청경채볶음
2016-10-24,월,2670,120,223,367,0.0,1171.0,600.0,누룽지탕/쌀밥,어묵국,고구마순나물,쌀밥/잡곡밥,된장찌개,제육볶음,쌀밥/잡곡밥,북어계란국,닭강정
2016-10-25,화,2670,73,259,345,0.0,1028.0,559.0,견과류죽/쌀밥,근대국,오이무침,쌀밥/잡곡밥,육개장,갈치구이,오므라이스,가쯔오장국,훈제오리냉채
2016-10-26,수,2670,89,258,0,0.0,854.0,410.0,누룽지탕/쌀밥,연두부찌개,마늘쫑맛살볶음,곤드레밥,배추된장국,데리야끼파닭,쌀밥/잡곡밥,쇠고기샤브국,가자미찜
2016-10-27,목,2670,94,272,240,0.0,807.0,454.0,호박죽/쌀밥,모시조개시금치국,가지나물,쌀밥/잡곡밥,동태찌개,돈육장조림,쌀밥/잡곡밥,바지락수제비,유산슬
2016-10-28,금,2670,192,277,63,0.0,731.0,475.0,야채죽/쌀밥,콩나물국,쥐포무침,쌀밥/잡곡밥,버섯들깨탕,고등어조림,쌀밥/잡곡밥,오징어국,떡갈비조림
2016-10-31,월,2670,134,223,255,0.0,1224.0,540.0,누룽지탕/쌀밥,들깨미역국,호박볶음,쌀밥/잡곡밥,근대된장국,쇠고기숙주볶음,쌀밥/잡곡밥,부대찌개,삼치구이
2016-11-01,화,2689,70,212,515,0.0,1087.0,578.0,쇠고기죽/쌀밥,아욱된장국,콩조림,쌀밥/잡곡밥,알탕,닭갈비,짜장덮밥,해물짬뽕,군만두
2016-11-02,수,2689,73,231,0,0.0,1006.0,540.0,누룽지탕/쌀밥,대구찌개,김자반,콩나물밥,가쯔오장국,훈제오리/무쌈,쌀밥/잡곡밥,청국장찌개,동파삼겹수육
2016-11-03,목,2689,72,283,408,0.0,864.0,553.0,양송이죽/쌀밥,시래기국,두부조림,쌀밥/잡곡밥,쇠고기무국,쭈꾸미볶음,참치회덮밥,미소장국,새우또띠아/음료
2016-11-04,금,2689,168,276,81,0.0,803.0,497.0,닭죽/쌀밥,김치두부국,브로컬리들깨무침,쌀밥/잡곡밥,사골우거지탕,명태엿장조림,쌀밥/잡곡밥,순두부찌개,돈육굴소스볶음
2016-11-07,월,2689,133,222,539,0.0,1156.0,506.0,누룽지탕/쌀밥,북어해장국,김잔파무침,쌀밥/잡곡밥,오징어국,유자청제육볶음,쌀밥/잡곡밥,목살김치찌개,가자미튀김
2016-11-08,화,2689,60,250,503,0.0,986.0,512.0,크림누룽지탕/쌀밥,고추장찌개,청포묵무침,쌀밥/잡곡밥,차돌박이찌개,순살양념치킨,낙지볶음덮밥,맑은국,언양식불고기
2016-11-09,수,2689,58,267,0,0.0,920.0,499.0,누룽지탕/쌀밥,맑은만두육개장,시금치나물,단호박영양밥,꽃게탕,고추잡채*꽃빵,쌀밥/잡곡밥,뼈해장국,고등어양념구이
2016-11-10,목,2689,73,267,385,0.0,795.0,513.0,야채죽/쌀밥,어묵탕,마늘쫑무침,쌀밥/잡곡밥,김치콩나물국,쇠고기장조림,김밥,계란국,해물볶음우동
2016-11-11,금,2689,173,286,69,0.0,652.0,426.0,흑임자죽/쌀밥,건새우무국,가지두반장볶음,쌀밥/잡곡밥,아욱된장국,칠리탕수육,쌀밥/잡곡밥,닭곰탕,미트볼떡조림
2016-11-14,월,2689,92,227,461,0.0,1260.0,539.0,누룽지탕/쌀밥,감자국,진미채무침,쌀밥/잡곡밥,어묵국,소고기버섯볶음,쌀밥/잡곡밥,콩나물국,매운돼지갈비찜
2016-11-15,화,2689,66,273,418,0.0,914.0,418.0,밤죽/쌀밥,피바지락국,시래기조림,쌀밥/잡곡밥,김치국,닭데리야끼조림,굴소스해물볶음밥,미소장국,미니햄버거
2016-11-16,수,2689,60,250,0,0.0,888.0,463.0,누룽지탕/쌀밥,얼큰소고기국,우엉조림,버섯영양밥,조랭이떡미역국,유산슬,쌀밥/잡곡밥,동태찌개,수제돈까스
2016-11-17,목,2689,134,263,411,0.0,882.0,551.0,홍게살죽/쌀밥,호박젓국찌개,미역줄기볶음,쌀밥/잡곡밥,설렁탕,해물김치전,생선초밥,우동,떡볶이
2016-11-18,금,2689,219,287,57,0.0,730.0,388.0,팥죽/쌀밥,근대된장국,콩나물무침,쌀밥/잡곡밥,콩비지찌개,순살깐풍기,쌀밥/잡곡밥,육개장,탕수어
2016-11-21,월,2689,94,202,522,0.0,1235.0,616.0,누룽지탕/쌀밥,콩나물국,쑥갓두부무침,쌀밥/잡곡밥,시래기된장국,누룽지탕수육,쌀밥/잡곡밥,황태국,등갈비김치찜
2016-11-22,화,2689,45,238,452,0.0,1046.0,580.0,해물죽/쌀밥,무채국,명엽채무침,쌀밥/잡곡밥,대구매운탕,쇠고기숙주볶음,후난식볶음밥,팽이장국,새우까스*탈탈소스
2016-11-23,수,2689,52,251,0,0.0,891.0,482.0,누룽지탕/쌀밥,재첩국,꽈리고추찜,쌀밥/잡곡밥,순두부탕,파닭,쌀밥/잡곡밥,소고기미역국,쭈꾸미볶음
2016-11-24,목,2689,61,262,351,0.0,870.0,498.0,단호박죽/쌀밥,아욱국,숙주미나리나물,쌀밥/잡곡밥,수제비국,짬뽕불고기,멸치주먹밥,잔치국수,또띠아피자
2016-11-25,금,2689,200,279,68,0.0,720.0,392.0,녹두죽/쌀밥,꽃게탕,느타리버섯볶음,카레덮밥,맑은국,통감자오븐구이,쌀밥/잡곡밥,된장찌개,장어강정
2016-11-28,월,2689,114,219,397,0.0,1246.0,623.0,누룽지탕/쌀밥,호박젓국찌개,치커리무침,쌀밥/잡곡밥,쇠고기느타리국,오징어볶음,쌀밥/잡곡밥,시금치된장국,닭강정
2016-11-29,화,2689,84,218,388,0.0,900.0,587.0,새우살죽/쌀밥,어묵국,방풍나물,쌀밥/잡곡밥,근대국,제육볶음,참치주먹밥,짬뽕,야채튀김
2016-12-01,목,2705,84,243,688,0.0,956.0,571.0,땅콩죽/쌀밥,배추된장국,쥐포무침,쌀밥/잡곡밥,콩나물국,모둠장조림,김치볶음밥,미소장국,수제고로케*케찹
2016-12-02,금,2705,183,272,152,0.0,766.0,448.0,팥죽/쌀밥,황태국,새송이볶음,쌀밥/잡곡밥,떡국,양념찜닭,쌀밥/잡곡밥,오징어국,미니함박조림
2016-12-05,월,2705,101,207,839,0.0,1110.0,560.0,누룽지탕/쌀밥,무채국,오이무침,쌀밥/잡곡밥,순두부찌개,훈제오리구이,쌀밥/잡곡밥,매운감자국,소고기숙주볶음
2016-12-06,화,2705,69,222,799,0.0,930.0,593.0,흑임자죽/쌀밥,북어계란국,애호박나물,쌀밥/잡곡밥,홍합탕,삼겹살오븐구이,유부초밥,쌀국수,단호박조림
2016-12-07,수,2705,69,232,0,0.0,895.0,468.0,누룽지탕/쌀밥,냉이국,두부조림,짜장밥,유부장국,해물누룽지탕,쌀밥/잡곡밥,부대찌개,유린기
2016-12-08,목,2705,76,262,587,0.0,787.0,512.0,닭죽/쌀밥,호박젓국찌개,시래기조림,쌀밥/잡곡밥,아욱국,양념돼지갈비찜,김밥,계란국,해물볶음우동
2016-12-09,금,2705,196,284,152,0.0,621.0,416.0,해물죽/쌀밥,얼갈이국,진미채무침,쌀밥/잡곡밥,차돌박이된장찌개,삼치무조림,쌀밥/잡곡밥,쇠고기무국,주꾸미볶음
2016-12-12,월,2705,102,193,633,0.0,1069.0,544.0,누룽지탕/쌀밥,토란국,꽃맛살볶음,쌀밥/잡곡밥,콩나물김치국,돈육굴소스볶음,쌀밥/잡곡밥,대구지리,유산슬
2016-12-13,화,2705,65,226,511,0.0,770.0,482.0,크림누룽지탕/쌀밥,선지해장국,검정콩조림,쌀밥/잡곡밥,냉이된장찌개,코다리강정,주먹밥,양송이스프,토마토스파게티
2016-12-14,수,2705,82,247,0,0.0,904.0,441.0,누룽지탕/쌀밥,연두부탕,미역줄기볶음,소불고기덮밥,가쯔오장국,고구마튀김,쌀밥/잡곡밥,매생이굴국,간장찜닭
2016-12-15,목,2705,98,234,229,0.0,850.0,499.0,참치야채죽/쌀밥,어묵국,콩나물무침,쌀밥/잡곡밥,콩비지찌개,오리고추장볶음,오므라이스,팽이장국,해물떡볶이
2016-12-16,금,2705,167,262,37,0.0,699.0,518.0,잣죽/쌀밥,재첩국,김구이,쌀밥/잡곡밥,쇠고기샤브국,갈치구이,쌀밥/잡곡밥,미역국,등갈비김치찜
2016-12-19,월,2705,104,217,197,0.0,1215.0,482.0,누룽지탕/쌀밥,김치두부국,멸치볶음,쌀밥/잡곡밥,배추된장국,짬뽕불고기,쌀밥/잡곡밥,육개장,탕수어
2016-12-20,화,2705,89,238,126,0.0,790.0,461.0,해물죽/쌀밥,열무된장국,미니새송이볶음,쌀밥/잡곡밥,콩나물국,고추잡채*꽃빵,충무김밥,잔치국수,오징어무침
2016-12-21,수,2705,72,230,0,0.0,929.0,494.0,누룽지탕/쌀밥,쇠고기매운국,김자반,쌀밥/잡곡밥,된장찌개,마늘간장치킨,쌀밥/잡곡밥,알탕,돈육장조림
2016-12-22,목,2705,118,242,32,0.0,524.0,213.0,양송이죽/쌀밥,근대국,명엽채무침,쌀밥/잡곡밥,꽃게탕,쇠고기버섯볶음,작은밥,바지락수제비,사천식탕수육
2016-12-23,금,2705,343,243,7,0.0,560.0,398.0,호박죽/쌀밥,고추장찌개,시금치나물,쌀밥/잡곡밥,얼갈이국,떡갈비조림,쌀밥/잡곡밥,돈육김치찌개,궁중떡볶음
2016-12-26,월,2705,206,194,63,0.0,1192.0,328.0,누룽지탕/쌀밥,아욱국,쥐포무침,쌀밥/잡곡밥,동태찌개,돈육간장불고기,쌀밥/잡곡밥,청국장찌개,가자미양념찜
2016-12-27,화,2705,127,236,51,0.0,823.0,314.0,홍게살죽/쌀밥,민물새우찌개,브로컬리들깨찜,쌀밥/잡곡밥,열무된장국,닭갈비,해물굴소스볶음밥,맑은국,돈육강정
2016-12-29,목,2705,242,201,42,0.0,711.0,343.0,새송이죽/쌀밥,감자국,유채나물,쌀밥/잡곡밥,시래기국,오징어볶음*소면,참치주먹밥,김치우동,쇠고기퀘사디아
2016-12-30,금,2705,529,127,3,0.0,658.0,275.0,쇠고기죽/쌀밥,매운어묵국,취나물,쌀밥/잡곡밥,순두부찌개,수제돈까스,쌀밥/잡곡밥,봄동된장국,닭볶음탕
2017-01-02,월,2697,96,102,272,0.0,1273.0,559.0,누룽지탕/쌀밥,냉이된장국,콩자반,쌀밥/잡곡밥,사골떡국,쇠고기낙지볶음,쌀밥/잡곡밥,매운오징어국,목살간장조림
2017-01-03,화,2697,61,158,259,0.0,1041.0,364.0,새우살죽/쌀밥,차돌박이찌개,톳무침,쌀밥/잡곡밥,홍합탕,매운동태찜,참치회덮밥,유부주머니국,수제고로케
2017-01-04,수,2697,67,170,0,0.0,949.0,427.0,누룽지탕/쌀밥,토란탕,진미채무침,곤드레밥,황태국,동그랑땡전,쌀밥/잡곡밥,감자찌개,닭데리야끼구이
2017-01-05,목,2697,79,207,316,0.0,1000.0,531.0,밤죽/쌀밥,연두부탕,오이무침,쌀밥/잡곡밥,육개장,굴비구이,마파두부덮밥,팽이장국,류산슬
2017-01-06,금,2697,189,224,74,0.0,830.0,523.0,쇠고기죽/쌀밥,김치국,겨울초나물,쌀밥/잡곡밥,된장찌개,레몬탕수육,쌀밥/잡곡밥,들깨무채국,등갈비묵은지찜
2017-01-09,월,2697,121,166,445,0.0,1322.0,620.0,누룽지탕/쌀밥,느타리버섯국,두부조림,쌀밥/잡곡밥,콩나물국,동파육,쌀밥/잡곡밥,콩비지찌개,양파치킨
2017-01-10,화,2697,70,199,412,0.0,1186.0,533.0,해물죽/쌀밥,근대국,숙주나물,쌀밥/잡곡밥,쇠고기미역국,주꾸미떡볶음,김치참치주먹밥,가쯔오국,로제스파게티
2017-01-11,수,2697,57,223,0,0.0,1039.0,514.0,누룽지탕/쌀밥,맑은만두육개장,미역줄기볶음,비빔밥,팽이장국,생선까스,쌀밥/잡곡밥,해물된장찌개,제육볶음
2017-01-12,목,2697,85,238,305,0.0,976.0,416.0,흑임자죽/쌀밥,재첩국,마늘쫑무침,쌀밥/잡곡밥,어묵국,매운닭찜,쌀밥/잡곡밥,뼈감자탕,삼치된장구이
